부서_메타,부서명,사용일,사용시간,사용장소,식당명,주소,사용목적,사용금액,사용자,결제방법,비목,source_file
서대문구 천연동,서대문구 천연동,2026-03-16,,쿠팡,쿠팡,,직무수행과 관련된 통상적인 경비,73000,자치회관 강사,카드,시책,sdm_p99
서대문구 청소행정과,서대문구 청소행정과,2026-03-16,,포트캔커피 홍제역점,포트캔커피 홍제역점,,업무추진을 위한 각종 회의·간담회·행사,226000,업무관계자,카드,시책,sdm_p99
서대문구 홍제제2동,서대문구 홍제제2동,2026-03-16,,지뉴갈비탕,지뉴갈비탕,,소속 상근직원에 대한 격려 및 지원,75000,동장 및 직원,카드,기관,sdm_p99
서대문구 기획예산과,서대문구 기획예산과,2026-03-16,,그로어스,그로어스,,업무추진을 위한 각종 회의·간담회·행사,81000,업무 담당자 및 관계자 등,카드,시책,sdm_p99
서대문구 북아현동,서대문구 북아현동,2026-03-16,,시그니처,시그니처,,업무추진을 위한 각종 회의·간담회·행사,191000,"동장, 직능단체",카드,기관,sdm_p100
서대문구 자치행정과,서대문구 자치행정과,2026-03-16,,알로하토스트랑커피랑,알로하토스트랑커피랑,,업무추진을 위한 각종 회의·간담회·행사,173000,부서직원 및 관련 동직원,카드,시책,sdm_p100
서대문구 재무과,서대문구 재무과,2026-03-16,,에쏘하우스 (ESS,에쏘하우스,,업무추진을 위한 각종 회의·간담회·행사,59000,사업 추진 관계자,카드,시책,sdm_p100
서대문구 재무과,서대문구 재무과,2026-03-16,,연희양과점,연희양과점,,업무추진을 위한 각종 회의·간담회·행사,55000,사업 추진 관계자,카드,시책,sdm_p100
서대문구 주거정비과,서대문구 주거정비과,2026-03-16,,남양집,남양집,,업무추진을 위한 각종 회의·간담회·행사,184000,사업관계자 및 부서직원,카드,시책,sdm_p101
서대문구 재난안전과,서대문구 재난안전과,2026-03-16,,배수사,배수사,,업무추진을 위한 각종 회의·간담회·행사,136000,강북횡단선 지하도시고속도로 업무담당 및 사업관계자,카드,시책,sdm_p101
서대문구 청소행정과,서대문구 청소행정과,2026-03-16,,연탄생고기집 홍은점,연탄생고기집 홍은점,,업무추진을 위한 각종 회의·간담회·행사,143000,업무관계자,카드,시책,sdm_p101
서대문구 교육문화체육국,서대문구 교육문화체육국,2026-03-16,,엔제리너스 동신병원,엔제리너스 동신병원,,소속 상근직원에 대한 격려 및 지원,32000,"국장, 직원",카드,시책,sdm_p101
서대문구 주거정비과,서대문구 주거정비과,2026-03-16,,쿠팡,쿠팡,,업무추진을 위한 각종 회의·간담회·행사,79000,행사참석자,카드,시책,sdm_p102
서대문구 행정지원과,서대문구 행정지원과,2026-03-16,,에버그린,에버그린,,업무추진을 위한 각종 회의·간담회·행사,203000,구의회 업무 협의 관계자,카드,시책,sdm_p102
서대문구 가좌보건지소,서대문구 가좌보건지소,2026-03-16,,어구생,어구생,,업무추진을 위한 각종 회의·간담회·행사,144000,유관기관 관계자 및 직원,카드,시책,sdm_p102
서대문구 행정지원과,서대문구 행정지원과,2026-03-15,,(주)아이컨텐츠,(주)아이컨텐츠,,업무추진을 위한 각종 회의·간담회·행사,189000,제주들불축제 행사 관계자,카드,시책,sdm_p102
서대문구 문화체육과,서대문구 문화체육과,2026-03-13,,알로하토스트랑커피랑,알로하토스트랑커피랑,,업무추진을 위한 각종 회의·간담회·행사,23000,"직원, 사업 관계자",제로페이,시책,sdm_p103
서대문구 도시경관과,서대문구 도시경관과,2026-03-13,,홍은손칼국수,홍은손칼국수,,업무추진을 위한 각종 회의·간담회·행사,66000,"도시경관과 직원 4, 옥외광고심의위원 3",카드,시책,sdm_p103
서대문구 생활보장과,서대문구 생활보장과,2026-03-13,,홍은손칼국수,홍은손칼국수,,업무추진을 위한 각종 회의·간담회·행사,66000,업무추진관계자 및 직원(장애인일자리 수행기관 업무관련),카드,시책,sdm_p103
서대문구 기획예산과,서대문구 기획예산과,2026-03-13,,장대포주먹고기,장대포주먹고기,,업무추진을 위한 각종 회의·간담회·행사,147000,업무담당 직원 및 관계자 등,카드,시책,sdm_p103
서대문구 신촌동,서대문구 신촌동,2026-03-13,,미네르바,미네르바,,업무추진을 위한 각종 회의·간담회·행사,43000,"동장, 통장협의회 회원",카드,기관,sdm_p104
서대문구 인생케어과,서대문구 인생케어과,2026-03-13,,아미산,아미산,,업무추진을 위한 각종 회의·간담회·행사,98000,사업관계자,카드,시책,sdm_p104
서대문구 충현동,서대문구 충현동,2026-03-13,,연희녹두삼계탕,연희녹두삼계탕,,업무추진을 위한 각종 회의·간담회·행사,92000,"직원, 직능단체 임원",카드,기관,sdm_p104
서대문구 신촌동,서대문구 신촌동,2026-03-13,,형제식당,형제식당,,업무추진을 위한 각종 회의·간담회·행사,89000,"동장, 통장협의회 회원",카드,기관,sdm_p104
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-13,,무안갯벌낙지,무안갯벌낙지,,업무추진을 위한 각종 회의·간담회·행사,210000,경로행사 추진 사업 관계자 간담회비 지출,카드,시책,sdm_p105
서대문구 홍제제1동,서대문구 홍제제1동,2026-03-13,,투썸플레이스 홍제삼거리점,투썸플레이스 홍제삼거리점,,업무추진을 위한 각종 회의·간담회·행사,24000,"동장, 사업관계자",카드,기관,sdm_p105
서대문구 감사담당관,서대문구 감사담당관,2026-03-13,,데이지　카페,데이지 카페,,업무추진을 위한 각종 회의·간담회·행사,19000,외부전문가 및 감사담당관 직원,카드,시책,sdm_p105
서대문구 도심개발과,서대문구 도심개발과,2026-03-13,,제인버거,제인버거,,업무추진을 위한 각종 회의·간담회·행사,26000,사업관계자 및 직원,카드,시책,sdm_p105
서대문구 연희동,서대문구 연희동,2026-03-13,,지에스25 연희제일,지에스25 연희제일,,업무추진을 위한 각종 회의·간담회·행사,21000,새마을부녀회 회원 및 동장,카드,기관,sdm_p106
서대문구 남가좌제1동,서대문구 남가좌제1동,2026-03-13,,미담한상,미담한상,,업무추진을 위한 각종 회의·간담회·행사,117000,남가좌1동 직원 및 사업추진 관계자,카드,기관,sdm_p106
서대문구 기획예산과,서대문구 기획예산과,2026-03-13,,연희보리밥,연희보리밥,,업무추진을 위한 각종 회의·간담회·행사,77000,업무 담당자 및 관계자 등,카드,시책,sdm_p106
서대문구 주거정비과,서대문구 주거정비과,2026-03-13,,카페로이(Cafe,카페로이,,업무추진을 위한 각종 회의·간담회·행사,43000,사업관계자 및 부서직원,카드,시책,sdm_p106
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-13,,제주은희네해장국(증,제주은희네해장국(증),,업무추진을 위한 각종 회의·간담회·행사,49000,경로당 현장방문 추진 관련 간담회비 지급,카드,시책,sdm_p107
서대문구 교육문화체육국,서대문구 교육문화체육국,2026-03-13,,주식회사 하루한알 연희점,주식회사 하루한알 연희점,,소속 상근직원에 대한 격려 및 지원,412000,직원,카드,기관,sdm_p107
서대문구 재난안전과,서대문구 재난안전과,2026-03-13,,이가네설렁탕,이가네설렁탕,,업무추진을 위한 각종 회의·간담회·행사,207000,시설물 안전점검 업무담당 및 사업관계자,카드,시책,sdm_p107
서대문구 기획재정국장,서대문구 기획재정국장,2026-03-13,,카페로이(Cafe,카페로이,,소속 상근직원에 대한 격려 및 지원,6000,기획재정국 소속 직원,카드,기관,sdm_p107
서대문구 민원여권과,서대문구 민원여권과,2026-03-13,,봄꽃김밥,봄꽃김밥,,업무추진을 위한 각종 회의·간담회·행사,180000,업무추진 관계자 및 직원,카드,시책,sdm_p108
서대문구 지역경제과,서대문구 지역경제과,2026-03-13,,백세칼국수,백세칼국수,,업무추진을 위한 각종 회의·간담회·행사,45000,사업관계자 및 직원,카드,시책,sdm_p108
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-13,,유진치킨,유진치킨,,업무추진을 위한 각종 회의·간담회·행사,92000,노인일자리 및 사회활동지원 사업 추진 간담회비 지급,카드,시책,sdm_p108
서대문구 재산세과,서대문구 재산세과,2026-03-13,,횟집울릉도,횟집울릉도,,업무추진을 위한 각종 회의·간담회·행사,88000,주택가격 담당직원,카드,시책,sdm_p108
서대문구 행정지원과,서대문구 행정지원과,2026-03-13,,어울림청과,어울림청과,,업무추진을 위한 각종 회의·간담회·행사,370000,제주들불축제 행사 관계자,카드,시책,sdm_p109
서대문구 도로과,서대문구 도로과,2026-03-13,,청와설렁탕,청와설렁탕,,업무추진을 위한 각종 회의·간담회·행사,39000,"지하안전 점검 
관련 업무 관계자",제로페이,시책,sdm_p109
서대문구 청년정책과,서대문구 청년정책과,2026-03-13,,롯데마트 서울역점,롯데마트 서울역점,,업무추진을 위한 각종 회의·간담회·행사,70000,청년창업센터 시설개선 공사 추진 관계자,카드,시책,sdm_p109
서대문구 문화체육과,서대문구 문화체육과,2026-03-13,,이테리9,이테리9,,업무추진을 위한 각종 회의·간담회·행사,86000,"직원, 체육회 관계자",카드,시책,sdm_p109
서대문구 행정지원과,서대문구 행정지원과,2026-03-13,,연경 연희점,연경 연희점,,업무추진을 위한 각종 회의·간담회·행사,116000,인사 업무 관계자,카드,시책,sdm_p110
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-13,,컴포즈커피(북가좌오,컴포즈커피(북가좌오),,업무추진을 위한 각종 회의·간담회·행사,16000,경로행사 추진 사업 관계자 간담회비 지출,카드,시책,sdm_p110
서대문구 감사담당관,서대문구 감사담당관,2026-03-13,,마포갈매기,마포갈매기,,업무추진을 위한 각종 회의·간담회·행사,303000,감사담당관 직원 및 현장민원 처리부서 직원,카드,시책,sdm_p110
서대문구 인생케어과,서대문구 인생케어과,2026-03-13,,카와로,카와로,,업무추진을 위한 각종 회의·간담회·행사,113000,사업추진관계자,카드,시책,sdm_p110
서대문구 문화체육과,서대문구 문화체육과,2026-03-13,,초콜릿책방,초콜릿책방,,업무추진을 위한 각종 회의·간담회·행사,90000,"직원, 관계자",카드,시책,sdm_p111
서대문구 치수과,서대문구 치수과,2026-03-12,,카페폭포,카페폭포,,업무추진을 위한 각종 회의·간담회·행사,36000,외부전문가 및 부서직원,카드,시책,sdm_p111
서대문구 청소행정과,서대문구 청소행정과,2026-03-12,,메가엠지씨커피 서대,메가엠지씨커피 서대,,업무추진을 위한 각종 회의·간담회·행사,36000,업무관계자,카드,시책,sdm_p111
서대문구 민원여권과,서대문구 민원여권과,2026-03-12,,스시마쯔,스시마쯔,,업무추진을 위한 각종 회의·간담회·행사,144000,업무추진 관계자 및 직원,카드,시책,sdm_p111
서대문구 자연사박물관,서대문구 자연사박물관,2026-03-12,,연경 연희점,연경 연희점,,업무추진을 위한 각종 회의·간담회·행사,244000,박물관 홍보 관련 업무담당자 및 관계자 등,카드,시책,sdm_p112
서대문구 인생케어과,서대문구 인생케어과,2026-03-12,,어구생,어구생,,업무추진을 위한 각종 회의·간담회·행사,70000,사업추진관계자,카드,시책,sdm_p112
서대문구 자치행정과,서대문구 자치행정과,2026-03-12,,쿠팡,쿠팡,,업무추진을 위한 각종 회의·간담회·행사,137000,부서직원 및 자원봉사단,카드,시책,sdm_p112
서대문구 기획예산과,서대문구 기획예산과,2026-03-12,,연희동수제비,연희동수제비,,업무추진을 위한 각종 회의·간담회·행사,44000,재정운영 관련 담당자 및 관계자 등,카드,시책,sdm_p112
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-12,,무안갯벌낙지,무안갯벌낙지,,업무추진을 위한 각종 회의·간담회·행사,91000,행복한 밥상 관계자 간담회비 지급(2호점),카드,시책,sdm_p113
서대문구 징수과,서대문구 징수과,2026-03-12,,청수당 홍제,청수당 홍제,,업무추진을 위한 각종 회의 간담회 행사,14000,세입총괄팀,카드,시책,sdm_p113
서대문구 연희동,서대문구 연희동,2026-03-12,,녹원,녹원,,업무추진을 위한 각종 회의·간담회·행사,72000,지역사회협의체 회원 및 관계 직원,카드,기관,sdm_p113
서대문구 자치행정과,서대문구 자치행정과,2026-03-12,,연경,연경,,업무추진을 위한 각종 회의·간담회·행사,344000,부서직원 및 관련 동직원,카드,시책,sdm_p113
서대문구 문화체육과,서대문구 문화체육과,2026-03-12,,이디야 서대문구청점,이디야 서대문구청점,,업무추진을 위한 각종 회의·간담회·행사,42000,"직원, 공연 관계자",카드,시책,sdm_p114
서대문구 신촌동,서대문구 신촌동,2026-03-12,,소노레스토랑,소노레스토랑,,소속 상근직원에 대한 격려 및 지원,77000,"동장, 통합민원팀 직원",카드,기관,sdm_p114
서대문구 재난안전과,서대문구 재난안전과,2026-03-12,,연희화로,연희화로,,업무추진을 위한 각종 회의·간담회·행사,112000,폭염대책 업무담당 및 사업관계자,카드,시책,sdm_p114
서대문구 건축과,서대문구 건축과,2026-03-12,,유우,유우,,업무추진을 위한 각종 회의·간담회·행사,240000,건축민원 업무추진 관계자 및 직원,카드,시책,sdm_p114
서대문구 소통담당관,서대문구 소통담당관,2026-03-12,,사조미가,사조미가,,시책 또는 지역 홍보,300000,일간지기자 및 관련직원,카드,시책,sdm_p115
서대문구 소통담당관,서대문구 소통담당관,2026-03-12,,카프,카프,,시책 또는 지역 홍보,24000,일간지기자 및 관련직원,카드,시책,sdm_p115
서대문구 북아현동,서대문구 북아현동,2026-03-12,,백산왕인,백산왕인,,소속 상근직원에 대한 격려 및 지원,60000,"동장, 직원",카드,기관,sdm_p115
서대문구 북아현동,서대문구 북아현동,2026-03-12,,북아현마을북카페,북아현마을북카페,,업무추진을 위한 각종 회의·간담회·행사,38000,"동장, 직원, 직능단체",카드,기관,sdm_p115
서대문구 생활보장과,서대문구 생활보장과,2026-03-12,,잇찌,잇찌,,업무추진을 위한 각종 회의·간담회·행사,60000,업무추진관계자 및 직원(장애인 사회인식개선 업무 관련),카드,시책,sdm_p116
서대문구 자치행정과,서대문구 자치행정과,2026-03-12,,연경,연경,,업무추진을 위한 각종 회의·간담회·행사,300000,부서직원 및 관련 동직원,카드,시책,sdm_p116
서대문구 도시경관과,서대문구 도시경관과,2026-03-12,,은행나무 갈매기,은행나무 갈매기,,업무추진을 위한 각종 회의·간담회·행사,86000,"도시경관과 직원 2, 사업관계자 2, 소통담당관 직원 1",카드,시책,sdm_p116
서대문구 신촌동,서대문구 신촌동,2026-03-12,,웅이네서서갈비,웅이네서서갈비,,업무추진을 위한 각종 회의·간담회·행사,110000,"캠프활동가, 담당직원",카드,시책,sdm_p116
서대문구 주거정비과,서대문구 주거정비과,2026-03-12,,파리바게트 서대문구청점,파리바게트 서대문구청점,,업무추진을 위한 각종 회의·간담회·행사,193000,사업관계자 및 부서직원,제로페이,시책,sdm_p117
서대문구 행정지원과,서대문구 행정지원과,2026-03-12,,직장동호회,직장동호회,,기타(조례 또는 법령에 미리 정하여진 경우),300000,직장동호회,현금,시책,sdm_p117
서대문구 행정지원과,서대문구 행정지원과,2026-03-12,,요리조리,요리조리,,업무추진을 위한 각종 회의·간담회·행사,94000,행정지원과 직원,카드,시책,sdm_p117
서대문구 청소행정과,서대문구 청소행정과,2026-03-12,,남가네 설악추어탕,남가네 설악추어탕,,업무추진을 위한 각종 회의·간담회·행사,238000,업무관계자,카드,시책,sdm_p117
서대문구 문화체육과,서대문구 문화체육과,2026-03-12,,마이샤브,마이샤브,,업무추진을 위한 각종 회의·간담회·행사,105000,"직원, 관계자",카드,시책,sdm_p118
서대문구 주거정비과,서대문구 주거정비과,2026-03-12,,연희화로,연희화로,,업무추진을 위한 각종 회의·간담회·행사,88000,사업관계자 및 부서직원,제로페이,시책,sdm_p118
서대문구 행정지원과,서대문구 행정지원과,2026-03-12,,녹원,녹원,,업무추진을 위한 각종 회의·간담회·행사,54000,차량관리 업무추진 관계자 간담회비,카드,시책,sdm_p118
서대문구 행정지원과,서대문구 행정지원과,2026-03-12,,신촌스마일삼겹,신촌스마일삼겹,,업무추진을 위한 각종 회의·간담회·행사,102000,행정지원과 직원,카드,시책,sdm_p118
서대문구 생활보장과,서대문구 생활보장과,2026-03-12,,파리바게뜨 서대문구,파리바게뜨 서대문구,,업무추진을 위한 각종 회의·간담회·행사,51000,업무추진관계자 및 직원(장애인 사회인식개선 업무 관련),카드,시책,sdm_p119
서대문구 지역건강과,서대문구 지역건강과,2026-03-12,,쿠팡,쿠팡,,업무추진을 위한 각종 회의·간담회·행사,122000,사업담당자 및 관계자,카드,시책,sdm_p119
서대문구 기후환경과,서대문구 기후환경과,2026-03-11,,홍은손칼국수,홍은손칼국수,,업무추진을 위한 각종 회의·간담회·행사,38000,"기후환경과 2, 서대문자율환경감시단 2",제로페이,시책,sdm_p119
서대문구 주차교통과,서대문구 주차교통과,2026-03-11,,바다포차,바다포차,,업무추진을 위한 각종 회의·간담회·행사,103000,CCTV시스템 운영관련 간담회,카드,시책,sdm_p119
서대문구 부동산정보과,서대문구 부동산정보과,2026-03-11,,서대문아구찜,서대문아구찜,,업무추진을 위한 각종 회의·간담회·행사,200000,담당직원 및 한국국토정보공사 직원,제로페이,시책,sdm_p120
서대문구 청소행정과,서대문구 청소행정과,2026-03-11,,신촌 누룽지 통닭,신촌 누룽지 통닭,,업무추진을 위한 각종 회의·간담회·행사,171000,업무관계자,카드,시책,sdm_p120
서대문구 행정지원과,서대문구 행정지원과,2026-03-11,,사거리곱창전골,사거리곱창전골,,업무추진을 위한 각종 회의·간담회·행사,67000,행정지원과 직원,카드,시책,sdm_p120
서대문구 행정지원과,서대문구 행정지원과,2026-03-11,,농민마트,농민마트,,직무수행과 관련된 통상적인 경비,250000,내방객,카드,시책,sdm_p120
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-11,,파리바게뜨,파리바게뜨,,업무추진을 위한 각종 회의·간담회·행사,54000,자원봉사캠프 활동가,카드,시책,sdm_p121
서대문구 재난안전과,서대문구 재난안전과,2026-03-11,,설품,설품,,업무추진을 위한 각종 회의·간담회·행사,90000,도로 시설물 업무담당 및 사업관계자,카드,시책,sdm_p121
서대문구 행정지원과,서대문구 행정지원과,2026-03-11,,작은부엌앤,작은부엌앤,,업무추진을 위한 각종 회의·간담회·행사,60000,행정자치국 업무추진 관계자,카드,시책,sdm_p121
서대문구 행정지원과,서대문구 행정지원과,2026-03-11,,춘향골남원추어탕,춘향골남원추어탕,,업무추진을 위한 각종 회의·간담회·행사,235000,신규직원 공직입문 교육 관계자,카드,시책,sdm_p121
서대문구 주거정비과,서대문구 주거정비과,2026-03-11,,장금이,장금이,,업무추진을 위한 각종 회의·간담회·행사,68000,사업관계자 및 부서직원,카드,시책,sdm_p122
서대문구 도시정비국장,서대문구 도시정비국장,2026-03-11,,샤브온미,샤브온미,,소속 상근직원에 대한 격려 및 지원,199000,도시정비국직원,카드,기관,sdm_p122
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-11,,쿠팡,쿠팡,,업무추진을 위한 각종 회의·간담회·행사,85000,자치회관 강사 및 수강생,카드,시책,sdm_p122
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-11,,부산회집,부산회집,,업무추진을 위한 각종 회의·간담회·행사,100000,"동장, 직원",카드,기관,sdm_p122
서대문구 주거정비과,서대문구 주거정비과,2026-03-11,,주식회사 시청해우리,주식회사 시청해우리,,업무추진을 위한 각종 회의·간담회·행사,135000,사업관계자 및 부서직원,카드,시책,sdm_p123
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-11,,당가원,당가원,,업무추진을 위한 각종 회의·간담회·행사,41000,동장 및 팀장,카드,기관,sdm_p123
서대문구 연희동,서대문구 연희동,2026-03-11,,어구생,어구생,,업무추진을 위한 각종 회의·간담회·행사,310000,직능단체 임원 및 관계 직원,카드,기관,sdm_p123
서대문구 기획재정국장,서대문구 기획재정국장,2026-03-11,,궁개성만두,궁개성만두,,소속 상근직원에 대한 격려 및 지원,123000,기획재정국 소속 직원,카드,기관,sdm_p123
서대문구 북아현동,서대문구 북아현동,2026-03-11,,백산왕인,백산왕인,,소속 상근직원에 대한 격려 및 지원,90000,"동장, 직원",카드,기관,sdm_p124
서대문구 지방소득세과,서대문구 지방소득세과,2026-03-11,,연탄생고기집 홍은점,연탄생고기집 홍은점,,업무추진을 위한 각종 회의·간담회·행사,218000,업무추진관계자 및 직원(지방소득세1팀관련),카드,시책,sdm_p124
서대문구 도시경관과,서대문구 도시경관과,2026-03-11,,스시마쯔,스시마쯔,,소속 상근직원에 대한 격려 및 지원,72000,도시경관과 직원,카드,부서,sdm_p124
서대문구 북가좌제1동,서대문구 북가좌제1동,2026-03-11,,속초명가 가재울점,속초명가 가재울점,,업무추진을 위한 각종 회의·간담회·행사,185000,"동장, 직원, 청소년지도협의회",카드,기관,sdm_p124
서대문구 소통담당관,서대문구 소통담당관,2026-03-11,,카페블러썸,카페블러썸,,시책 또는 지역 홍보,16000,인터넷언론기자 및 관련직원,카드,시책,sdm_p125
서대문구 도시계획과,서대문구 도시계획과,2026-03-11,,주식회사 시청해우리,주식회사 시청해우리,,업무추진을 위한 각종 회의·간담회·행사,135000,업무담당자 및 관계자,카드,시책,sdm_p125
서대문구 청년정책과,서대문구 청년정책과,2026-03-11,,GS25명지점,GS25명지점,,업무추진을 위한 각종 회의·간담회·행사,18000,얼라이브 인디뮤지션 운영 관계자,카드,시책,sdm_p125
서대문구 재난안전과,서대문구 재난안전과,2026-03-11,,데이지카페,데이지카페,,업무추진을 위한 각종 회의·간담회·행사,32000,민방위 교육 업무담당 및 사업관계자,카드,시책,sdm_p125
서대문구 재난안전과,서대문구 재난안전과,2026-03-11,,연희화로,연희화로,,업무추진을 위한 각종 회의·간담회·행사,192000,민방위 교육 업무담당 및 사업관계자,카드,시책,sdm_p126
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-11,,매머드익스프레스 서,매머드익스프레스 서,,업무추진을 위한 각종 회의·간담회·행사,250000,노인일자리 및 사회활동지원 사업 추진 간담회비 지급,카드,시책,sdm_p126
서대문구 교육문화체육국,서대문구 교육문화체육국,2026-03-10,,작은스페인,작은스페인,,소속 상근직원에 대한 격려 및 지원,101000,"직원, 관계자",카드,시책,sdm_p126
서대문구 남가좌제1동,서대문구 남가좌제1동,2026-03-10,,세겐커피,세겐커피,,업무추진을 위한 각종 회의·간담회·행사,44000,남가좌1동 직원 및 사업추진 관계자,카드,시책,sdm_p126
서대문구 행정지원과,서대문구 행정지원과,2026-03-10,,우자매 순대국,우자매 순대국,,업무추진을 위한 각종 회의·간담회·행사,100000,치안협의회 관계자,카드,시책,sdm_p127
서대문구 문화체육과,서대문구 문화체육과,2026-03-10,,에쏘하우스 (ESS,에쏘하우스,,업무추진을 위한 각종 회의·간담회·행사,64000,"직원, 심사위원",카드,시책,sdm_p127
서대문구 주거정비과,서대문구 주거정비과,2026-03-10,,서대문시니어클럽(영미김밥 서대문시니어점),서대문시니어클럽(영미김밥 서대문시니어점),,업무추진을 위한 각종 회의·간담회·행사,25000,사업관계자 및 행사참석자,제로페이,시책,sdm_p127
서대문구 치수과,서대문구 치수과,2026-03-10,,어구생,어구생,,업무추진을 위한 각종 회의·간담회·행사,111000,외부전문가 및 부서직원,카드,시책,sdm_p127
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-10,,북성해장국,북성해장국,,업무추진을 위한 각종 회의·간담회·행사,44000,경로당 현장방문 추진 관련 간담회비 지급,카드,시책,sdm_p128
서대문구 북가좌제2동,서대문구 북가좌제2동,2026-03-10,,파도,파도,,소속 상근직원에 대한 격려 및 지원,17000,직원,카드,기관,sdm_p128
서대문구 소통담당관,서대문구 소통담당관,2026-03-10,,프립스,프립스,,업무추진을 위한 각종 회의·간담회·행사,43000,촬영관계자 및 관련직원,카드,시책,sdm_p128
서대문구 천연동,서대문구 천연동,2026-03-10,,주식회사 독립문현대,주식회사 독립문현대,,업무추진을 위한 각종 회의·간담회·행사,38000,직원 7명 및 복지관 직원 3명,카드,시책,sdm_p128
서대문구 청소행정과,서대문구 청소행정과,2026-03-10,,오계절남원추어탕,오계절남원추어탕,,업무추진을 위한 각종 회의·간담회·행사,225000,업무관계자,카드,시책,sdm_p129
서대문구 의약과,서대문구 의약과,2026-03-10,,(주)거촌,(주)거촌,,업무추진을 위한 각종 회의·간담회·행사,106000,"사업관계자, 직원",카드,시책,sdm_p129
서대문구 행정지원과,서대문구 행정지원과,2026-03-10,,흥부골왕갈비,흥부골왕갈비,,업무추진을 위한 각종 회의·간담회·행사,311000,행정자치국 업무추진 관계자,카드,시책,sdm_p129
서대문구 소통담당관,서대문구 소통담당관,2026-03-10,,제이에이치　텍사스바,제이에이치 텍사스바,,시책 또는 지역 홍보,16000,일간지기자 및 관련직원,카드,시책,sdm_p129
서대문구 소통담당관,서대문구 소통담당관,2026-03-10,,원조　서린,원조 서린,,시책 또는 지역 홍보,93000,일간지기자 및 관련직원,카드,시책,sdm_p130
서대문구 기획예산과,서대문구 기획예산과,2026-03-10,,가례원,가례원,,업무추진을 위한 각종 회의·간담회·행사,132000,기획예산과 직원 및 업무 관계자,카드,시책,sdm_p130
서대문구 지역경제과,서대문구 지역경제과,2026-03-10,,중화요리 연,중화요리 연,,업무추진을 위한 각종 회의·간담회·행사,80000,사업관계자 및 직원,카드,시책,sdm_p130
서대문구 감사담당관,서대문구 감사담당관,2026-03-10,,황가네,황가네,,업무추진을 위한 각종 회의·간담회·행사,76000,외부전문가 및 감사담당관 직원,카드,시책,sdm_p130
서대문구 홍제제1동,서대문구 홍제제1동,2026-03-10,,주민센터,주민센터,,업무추진을 위한 각종 회의·간담회·행사,52000,사례회의참석자,카드,기관,sdm_p131
서대문구 인생케어과,서대문구 인생케어과,2026-03-10,,네츠라멘,네츠라멘,,업무추진을 위한 각종 회의·간담회·행사,45000,사업추진관계자,카드,시책,sdm_p131
서대문구 부동산정보과,서대문구 부동산정보과,2026-03-10,,우동카덴,우동카덴,,업무추진을 위한 각종 회의·간담회·행사,102000,공인중개사협회 관계자 및 담당직원,카드,시책,sdm_p131
서대문구 도시정비국장,서대문구 도시정비국장,2026-03-10,,오프룻,오프룻,,직무수행과 관련된 통상적인 경비,200000,사업관계자 및 도시정비국 직원,카드,기관,sdm_p131
서대문구 주거정비과,서대문구 주거정비과,2026-03-10,,왔다산아나고구이,왔다산아나고구이,,업무추진을 위한 각종 회의·간담회·행사,60000,사업관계자 및 부서직원,카드,시책,sdm_p132
서대문구 청소행정과,서대문구 청소행정과,2026-03-10,,홍은식당 폭포점,홍은식당 폭포점,,업무추진을 위한 각종 회의·간담회·행사,225000,업무관계자,카드,시책,sdm_p132
서대문구 문화체육과,서대문구 문화체육과,2026-03-10,,에버그린,에버그린,,업무추진을 위한 각종 회의·간담회·행사,120000,"직원, 체육회 관계자",카드,시책,sdm_p132
서대문구 재난안전과,서대문구 재난안전과,2026-03-10,,오렌지김밥,오렌지김밥,,소속 상근직원에 대한 격려 및 지원,141000,안전건설국 직원,카드,기관,sdm_p132
서대문구 청소행정과,서대문구 청소행정과,2026-03-09,,삼정모밀,삼정모밀,,업무추진을 위한 각종 회의·간담회·행사,51000,업무관계자,카드,시책,sdm_p133
서대문구 청년정책과,서대문구 청년정책과,2026-03-09,,육전국밥 신촌점,육전국밥 신촌점,,업무추진을 위한 각종 회의·간담회·행사,27000,현대백화점 협력 공연 운영 관계자,카드,시책,sdm_p133
서대문구 행정지원과,서대문구 행정지원과,2026-03-09,,옥루몽 신촌본점,옥루몽 신촌본점,,업무추진을 위한 각종 회의·간담회·행사,49000,주민휴게공간 업무추진 관계자,카드,시책,sdm_p133
서대문구 인생케어과,서대문구 인생케어과,2026-03-09,,농민마트,농민마트,,업무추진을 위한 각종 회의·간담회·행사,22000,사업관계자,카드,시책,sdm_p133
서대문구 행복복지국장,서대문구 행복복지국장,2026-03-09,,더로프트,더로프트,,소속 상근직원에 대한 격려 및 지원,113000,국 소속직원,카드,기관,sdm_p134
서대문구 기획재정국장,서대문구 기획재정국장,2026-03-09,,오계절남원추어탕,오계절남원추어탕,,소속 상근직원에 대한 격려 및 지원,22000,기획재정국 소속 직원,카드,기관,sdm_p134
