부서_메타,부서명,사용일,사용시간,사용장소,식당명,주소,사용목적,사용금액,사용자,결제방법,비목,source_file
서대문구 행정지원과,서대문구 행정지원과,2026-04-15,,CAFE 폭포,CAFE 폭포,,업무추진을 위한 각종 회의·간담회·행사,116000,수변테라스 벤치마킹 방문 관계자,카드,시책,sdm_p1
서대문구 행정지원과,서대문구 행정지원과,2026-04-15,,녹원,녹원,,업무추진을 위한 각종 회의·간담회·행사,103000,직원 리더십 교육 추진 관계자,카드,시책,sdm_p1
서대문구 행정지원과,서대문구 행정지원과,2026-04-14,,포방터쭈꾸미,포방터쭈꾸미,,업무추진을 위한 각종 회의·간담회·행사,67000,청사업무 관련 업무추진 관계자,카드,시책,sdm_p1
서대문구 행정지원과,서대문구 행정지원과,2026-04-14,,쌍둥이네황소돌곱창,쌍둥이네황소돌곱창,,업무추진을 위한 각종 회의·간담회·행사,197000,행정지원과 직원,카드,시책,sdm_p2
서대문구 행정지원과,서대문구 행정지원과,2026-04-13,,삼성웰스토리(주)연,삼성웰스토리(주)연,,업무추진을 위한 각종 회의·간담회·행사,31000,행정지원과 직원,카드,시책,sdm_p2
서대문구 행정지원과,서대문구 행정지원과,2026-04-13,,에덴그리고신촌설렁탕,에덴그리고신촌설렁탕,,업무추진을 위한 각종 회의·간담회·행사,67000,행정지원과 직원,카드,시책,sdm_p2
서대문구 행정지원과,서대문구 행정지원과,2026-04-10,,포케올데이 연희점,포케올데이 연희점,,업무추진을 위한 각종 회의·간담회·행사,88000,인사 업무 관계자,카드,시책,sdm_p2
서대문구 행정지원과,서대문구 행정지원과,2026-04-09,,행복플러스가게 하이,행복플러스가게 하이,,업무추진을 위한 각종 회의·간담회·행사,7000,민원접견실 업무추진 관계자,카드,시책,sdm_p3
서대문구 행정지원과,서대문구 행정지원과,2026-04-08,,처가집,처가집,,업무추진을 위한 각종 회의·간담회·행사,196000,보좌관 및 업무추진 관계자,카드,시책,sdm_p3
서대문구 행정지원과,서대문구 행정지원과,2026-04-08,,와다,와다,,업무추진을 위한 각종 회의·간담회·행사,162000,행정지원과 직원,카드,시책,sdm_p3
서대문구 행정지원과,서대문구 행정지원과,2026-04-07,,홍은손칼국수,홍은손칼국수,,업무추진을 위한 각종 회의·간담회·행사,57000,청사시설공사 관련 업무추진 관계자,카드,시책,sdm_p3
서대문구 행정지원과,서대문구 행정지원과,2026-04-07,,연희화로,연희화로,,업무추진을 위한 각종 회의·간담회·행사,64000,행정지원과 직원,카드,시책,sdm_p4
서대문구 행정지원과,서대문구 행정지원과,2026-04-07,,행복플러스가게 하이천사,행복플러스가게 하이천사,,업무추진을 위한 각종 회의·간담회·행사,86000,민원응대 역량 강화 교육 관계자,카드,시책,sdm_p4
서대문구 행정지원과,서대문구 행정지원과,2026-04-06,,CAFE 폭포,CAFE 폭포,,업무추진을 위한 각종 회의·간담회·행사,25000,민원접견실 업무추진 관계자,카드,시책,sdm_p4
서대문구 행정지원과,서대문구 행정지원과,2026-04-06,,CAFE 폭포,CAFE 폭포,,업무추진을 위한 각종 회의·간담회·행사,21000,행정자치국 업무추진 관계자,카드,시책,sdm_p4
서대문구 행정지원과,서대문구 행정지원과,2026-04-03,,서대문안동집((주),서대문안동집((주)),,업무추진을 위한 각종 회의·간담회·행사,143000,보좌관 및 업무추진 관계자,카드,시책,sdm_p5
서대문구 행정지원과,서대문구 행정지원과,2026-04-03,,직장동호회,직장동호회,,기타(조례 또는 법령에 미리 정하여진 경우),300000,직장동호회,현금,시책,sdm_p5
서대문구 행정지원과,서대문구 행정지원과,2026-04-02,,지리산흙돼지와묵은지,지리산흙돼지와묵은지,,업무추진을 위한 각종 회의·간담회·행사,130000,행정자치국 업무추진 관계자,카드,시책,sdm_p5
서대문구 행정지원과,서대문구 행정지원과,2026-04-02,,고바우 왕족발,고바우 왕족발,,업무추진을 위한 각종 회의·간담회·행사,85000,청사시설 관련 현안 업무추진 관계자,카드,시책,sdm_p5
서대문구 행정지원과,서대문구 행정지원과,2026-04-02,,스시히바리,스시히바리,,업무추진을 위한 각종 회의·간담회·행사,141000,인사 업무 관계자,카드,시책,sdm_p6
서대문구 행정지원과,서대문구 행정지원과,2026-04-01,,가마솥흑염소식당,가마솥흑염소식당,,업무추진을 위한 각종 회의·간담회·행사,106000,행정지원과 직원,카드,시책,sdm_p6
서대문구 지역경제과,서대문구 지역경제과,2026-03-31,,베지스,베지스,,업무추진을 위한 각종 회의·간담회·행사,110000,사업관계자 및 직원,카드,시책,sdm_p6
서대문구 청년정책과,서대문구 청년정책과,2026-03-31,,연희일공사 국밥,연희일공사 국밥,,업무추진을 위한 각종 회의·간담회·행사,72000,청년정책 시행계획 수립 관계자,카드,시책,sdm_p6
서대문구 북가좌제1동,서대문구 북가좌제1동,2026-03-31,,참숯한우천국 서대문,참숯한우천국 서대문,,소속 상근직원에 대한 격려 및 지원,157000,"동장, 직원",카드,기관,sdm_p7
서대문구 기획재정국장,서대문구 기획재정국장,2026-03-31,,양밍산,양밍산,,소속 상근직원에 대한 격려 및 지원,50000,기획재정국(지역경제과) 소속 직원,카드,기관,sdm_p7
서대문구 기획예산과,서대문구 기획예산과,2026-03-31,,한솔한우방,한솔한우방,,업무추진을 위한 각종 회의·간담회·행사,18000,기획재정국(재무과) 소속 직원,카드,시책,sdm_p7
서대문구 문화체육과,서대문구 문화체육과,2026-03-31,,보연희,보연희,,업무추진을 위한 각종 회의·간담회·행사,75000,"직원, 코치, 단원",카드,시책,sdm_p7
서대문구 주거정비과,서대문구 주거정비과,2026-03-31,,폴바셋 서소문점,폴바셋 서소문점,,업무추진을 위한 각종 회의·간담회·행사,16000,사업관계자 및 부서직원,카드,시책,sdm_p8
서대문구 소통담당관,서대문구 소통담당관,2026-03-31,,창고43 무교점,창고43 무교점,,시책 또는 지역 홍보,219000,일간지기자 및 관련직원,카드,시책,sdm_p8
서대문구 남가좌제1동,서대문구 남가좌제1동,2026-03-31,,라온아토,라온아토,,소속 상근직원에 대한 격려 및 지원,74000,남가좌1동 직원,카드,기관,sdm_p8
서대문구 인생케어과,서대문구 인생케어과,2026-03-31,,매머드익스프레스,매머드익스프레스,,업무추진을 위한 각종 회의·간담회·행사,48000,사업관계자,카드,시책,sdm_p8
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-31,,애슐리퀸즈 명지대점,애슐리퀸즈 명지대점,,업무추진을 위한 각종 회의·간담회·행사,99000,"동장, 직원",카드,기관,sdm_p9
서대문구 감사담당관,서대문구 감사담당관,2026-03-31,,연희사철,연희사철,,업무추진을 위한 각종 회의·간담회·행사,177000,외부전문가 및 감사담당관 직원,카드,시책,sdm_p9
서대문구 홍제제1동,서대문구 홍제제1동,2026-03-31,,연통밥집,연통밥집,,소속 상근직원에 대한 격려 및 지원,164000,"자원봉사캠프 활동가, 직원",카드,기관,sdm_p9
서대문구 인생케어과,서대문구 인생케어과,2026-03-31,,일큐팔사츄러스,일큐팔사츄러스,,업무추진을 위한 각종 회의·간담회·행사,28000,사업관계자,카드,시책,sdm_p9
서대문구 신촌동,서대문구 신촌동,2026-03-31,,김판석초밥,김판석초밥,,업무추진을 위한 각종 회의·간담회·행사,90000,"동장, 팀주임, 서무",카드,기관,sdm_p10
서대문구 홍은제1동,서대문구 홍은제1동,2026-03-31,,맘스터치 홍제역점,맘스터치 홍제역점,,소속 상근직원에 대한 격려 및 지원,177000,"동장, 직원",카드,기관,sdm_p10
서대문구 건축과,서대문구 건축과,2026-03-31,,연희화로,연희화로,,업무추진을 위한 각종 회의·간담회·행사,95000,건축물공부 관리 관계자 및 직원,카드,시책,sdm_p10
서대문구 남가좌제1동,서대문구 남가좌제1동,2026-03-31,,우마이,우마이,,업무추진을 위한 각종 회의·간담회·행사,120000,남가좌1동 직원 및 사업추진 관계자,카드,시책,sdm_p10
서대문구 기후환경과,서대문구 기후환경과,2026-03-31,,짚불집,짚불집,,업무추진을 위한 각종 회의·간담회·행사,80000,"기후환경과 직원 3, 사업관계자 3",카드,시책,sdm_p11
서대문구 의약과,서대문구 의약과,2026-03-31,,파리바게트 서대문구청점,파리바게트 서대문구청점,,업무추진을 위한 각종 회의·간담회·행사,260000,"사업관계자, 직원",카드,시책,sdm_p11
서대문구 감사담당관,서대문구 감사담당관,2026-03-31,,본지르르,본지르르,,업무추진을 위한 각종 회의·간담회·행사,28000,외부전문가 및 감사담당관 직원,카드,시책,sdm_p11
서대문구 청소행정과,서대문구 청소행정과,2026-03-31,,한솔한우방,한솔한우방,,업무추진을 위한 각종 회의·간담회·행사,100000,업무관계자,카드,시책,sdm_p11
서대문구 감사담당관,서대문구 감사담당관,2026-03-31,,선수사,선수사,,업무추진을 위한 각종 회의·간담회·행사,96000,외부전문가 및 감사담당관 직원,카드,시책,sdm_p12
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-31,,명동칼국수,명동칼국수,,업무추진을 위한 각종 회의·간담회·행사,100000,동장 및 직원 및 홍은종합사회복지관 직원,카드,기관,sdm_p12
서대문구 청소행정과,서대문구 청소행정과,2026-03-31,,연희화로,연희화로,,업무추진을 위한 각종 회의·간담회·행사,100000,업무관계자,카드,시책,sdm_p12
서대문구 행정지원과,서대문구 행정지원과,2026-03-31,,칠성산소금구이,칠성산소금구이,,업무추진을 위한 각종 회의·간담회·행사,112000,행정지원과 직원,카드,시책,sdm_p12
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-31,,일미분식,일미분식,,업무추진을 위한 각종 회의·간담회·행사,150000,구립 가재울데이케어센터 준공식 사업관계자 간담회비 지급,카드,시책,sdm_p13
서대문구 기후환경과,서대문구 기후환경과,2026-03-31,,봄꽃김밥,봄꽃김밥,,업무추진을 위한 각종 회의·간담회·행사,65000,"구청 3, 관계자 3",제로페이,시책,sdm_p13
서대문구 행정지원과,서대문구 행정지원과,2026-03-31,,제니스까페(Jenn,제니스까페,,업무추진을 위한 각종 회의·간담회·행사,71000,자매도시 청소년멘토링사업 관계자,카드,시책,sdm_p13
서대문구 행정지원과,서대문구 행정지원과,2026-03-31,,직장동호회,직장동호회,,기타(조례 또는 법령에 미리 정하여진 경우),300000,직장동호회,현금,시책,sdm_p13
서대문구 자치행정과,서대문구 자치행정과,2026-03-30,,바이트클럽,바이트클럽,,업무추진을 위한 각종 회의·간담회·행사,66000,부서직원 및 관련 동직원,카드,시책,sdm_p14
서대문구 주거정비과,서대문구 주거정비과,2026-03-30,,청송면옥,청송면옥,,업무추진을 위한 각종 회의·간담회·행사,52000,사업관계자 및 부서직원,카드,시책,sdm_p14
서대문구 홍은제1동,서대문구 홍은제1동,2026-03-30,,메가MGC커피,메가MGC커피,,업무추진을 위한 각종 회의·간담회·행사,41000,"홍은종합사회복지관, 직원",카드,시책,sdm_p14
서대문구 홍은제1동,서대문구 홍은제1동,2026-03-30,,이마트 에브리데이,이마트 에브리데이,,업무추진을 위한 각종 회의·간담회·행사,16000,자원봉사자,카드,기관,sdm_p14
서대문구 도심개발과,서대문구 도심개발과,2026-03-30,,연탄생고기집　홍은점,연탄생고기집 홍은점,,업무추진을 위한 각종 회의·간담회·행사,204000,사업관계자 및 직원,카드,시책,sdm_p15
서대문구 충현동,서대문구 충현동,2026-03-30,,충정상회,충정상회,,업무추진을 위한 각종 회의·간담회·행사,70000,"직원, 자원봉사자",카드,시책,sdm_p15
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-30,,컴포즈커피 명지대사,컴포즈커피 명지대사,,업무추진을 위한 각종 회의·간담회·행사,31000,"동장, 직원, 관계부서직원",카드,시책,sdm_p15
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-30,,전라도 밥상,전라도 밥상,,업무추진을 위한 각종 회의·간담회·행사,82000,"동장, 직원",카드,기관,sdm_p15
서대문구 행정지원과,서대문구 행정지원과,2026-03-30,,주식회사 제이앤제이,주식회사 제이앤제이,,업무추진을 위한 각종 회의·간담회·행사,385000,행정지원과 직원,카드,시책,sdm_p16
서대문구 감사담당관,서대문구 감사담당관,2026-03-30,,농민마트,농민마트,,업무추진을 위한 각종 회의·간담회·행사,280000,인권센터 관계자 및 감사담당관 직원,카드,시책,sdm_p16
서대문구 인생케어과,서대문구 인생케어과,2026-03-30,,작은부엌앤,작은부엌앤,,업무추진을 위한 각종 회의·간담회·행사,84000,사업관계자,카드,시책,sdm_p16
서대문구 북가좌제2동,서대문구 북가좌제2동,2026-03-30,,시올돈 북가좌점,시올돈 북가좌점,,소속 상근직원에 대한 격려 및 지원,63000,직원,카드,기관,sdm_p16
서대문구 자치행정과,서대문구 자치행정과,2026-03-30,,쿠팡,쿠팡,,업무추진을 위한 각종 회의·간담회·행사,17000,부서직원 및 자원봉사단,카드,시책,sdm_p17
서대문구 도시계획과,서대문구 도시계획과,2026-03-30,,양산도연희점 주식회,양산도연희점 주식회,,업무추진을 위한 각종 회의·간담회·행사,75000,업무담당자 및 관계자,카드,시책,sdm_p17
서대문구 홍은제1동,서대문구 홍은제1동,2026-03-30,,파리바게뜨 홍은벽산,파리바게뜨 홍은벽산,,업무추진을 위한 각종 회의·간담회·행사,38000,자원봉사자,카드,기관,sdm_p17
서대문구 도로과,서대문구 도로과,2026-03-30,,커퍼런스하우스달개비,커퍼런스하우스달개비,,업무추진을 위한 각종 회의·간담회·행사,319000,과선교 관련 업무 관계자,카드,시책,sdm_p17
서대문구 교육문화체육국,서대문구 교육문화체육국,2026-03-30,,오트(Oatt),오트(Oatt),,소속 상근직원에 대한 격려 및 지원,108000,"국장, 직원",카드,시책,sdm_p18
서대문구 도로과,서대문구 도로과,2026-03-30,,태맥을지점,태맥을지점,,업무추진을 위한 각종 회의·간담회·행사,10000,"도로개설 업무
추진 관계자",카드,시책,sdm_p18
서대문구 도로과,서대문구 도로과,2026-03-30,,오계절남원추어탕,오계절남원추어탕,,업무추진을 위한 각종 회의·간담회·행사,97000,"비관리청 관련 
업무 관계자",카드,시책,sdm_p18
서대문구 재난안전과,서대문구 재난안전과,2026-03-30,,리정원,리정원,,업무추진을 위한 각종 회의·간담회·행사,250000,구민안전교육 업무담당 및 사업관계자,카드,시책,sdm_p18
서대문구 자치행정과,서대문구 자치행정과,2026-03-30,,궁개성만두,궁개성만두,,업무추진을 위한 각종 회의·간담회·행사,101000,부서직원 및 관련 동직원,카드,시책,sdm_p19
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-30,,영수야국수먹자,영수야국수먹자,,소속 상근직원에 대한 격려 및 지원,20000,동장 및 직원,카드,기관,sdm_p19
서대문구 북가좌제2동,서대문구 북가좌제2동,2026-03-30,,에디뜨,에디뜨,,소속 상근직원에 대한 격려 및 지원,15000,직원,카드,기관,sdm_p19
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-30,,오계절남원추어탕,오계절남원추어탕,,업무추진을 위한 각종 회의·간담회·행사,290000,구립 가재울데이케어센터 신축공사 사업관계자 간담회비 지급,카드,시책,sdm_p19
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-30,,서담헌,서담헌,,업무추진을 위한 각종 회의·간담회·행사,161000,경로행사 추진 사업 관계자 간담회비 지급,카드,시책,sdm_p20
서대문구 민원여권과,서대문구 민원여권과,2026-03-30,,오담과 협동조합,오담과 협동조합,,업무추진을 위한 각종 회의·간담회·행사,100000,업무추진 관계자 및 직원,카드,시책,sdm_p20
서대문구 문화체육과,서대문구 문화체육과,2026-03-28,,비비큐(사북고한점),비비큐(사북고한점),,업무추진을 위한 각종 회의·간담회·행사,160000,"선수, 지도자",카드,시책,sdm_p20
서대문구 문화체육과,서대문구 문화체육과,2026-03-28,,스카이마트외 1,스카이마트외 1,,업무추진을 위한 각종 회의·간담회·행사,30000,"선수, 지도자",카드,시책,sdm_p20
서대문구 도심개발과,서대문구 도심개발과,2026-03-28,,칠구내백순대＆순대국,칠구내백순대＆순대국,,업무추진을 위한 각종 회의·간담회·행사,25000,사업관계자 및 직원,카드,시책,sdm_p21
서대문구 자연사박물관,서대문구 자연사박물관,2026-03-28,,피터팬,피터팬,,업무추진을 위한 각종 회의·간담회·행사,60000,박물관 어린이도슨트 관련 업무담당자 및 관계자 등,카드,시책,sdm_p21
서대문구 재무과,서대문구 재무과,2026-03-27,,오담과 협동조합,오담과 협동조합,,업무추진을 위한 각종 회의·간담회·행사,100000,사업 추진 관계자,카드,시책,sdm_p21
서대문구 재무과,서대문구 재무과,2026-03-27,,일미분식,일미분식,,업무추진을 위한 각종 회의·간담회·행사,94000,사업 추진 관계자,카드,시책,sdm_p21
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-27,,엄마손닭갈비,엄마손닭갈비,,업무추진을 위한 각종 회의·간담회·행사,40000,"동장, 주민",카드,기관,sdm_p22
서대문구 행복복지국장,서대문구 행복복지국장,2026-03-27,,선수사,선수사,,소속 상근직원에 대한 격려 및 지원,196000,국 소속직원,카드,기관,sdm_p22
서대문구 북아현동,서대문구 북아현동,2026-03-27,,백산왕인,백산왕인,,소속 상근직원에 대한 격려 및 지원,113000,"동장, 직원",카드,기관,sdm_p22
서대문구 충현동,서대문구 충현동,2026-03-27,,서대문 돌된장,서대문 돌된장,,소속 상근직원에 대한 격려 및 지원,144000,직원,카드,기관,sdm_p22
서대문구 기획예산과,서대문구 기획예산과,2026-03-27,,스시마쯔,스시마쯔,,업무추진을 위한 각종 회의·간담회·행사,90000,성과관리 및 외부평가 담당 직원 및 관계자 등,카드,시책,sdm_p23
서대문구 민원여권과,서대문구 민원여권과,2026-03-27,,서대문아구찜,서대문아구찜,,업무추진을 위한 각종 회의·간담회·행사,176000,업무추진 관계자 및 직원,카드,시책,sdm_p23
서대문구 재무과,서대문구 재무과,2026-03-27,,에쏘하우스 (ESS,에쏘하우스,,업무추진을 위한 각종 회의·간담회·행사,59000,사업 추진 관계자,카드,시책,sdm_p23
서대문구 재난안전과,서대문구 재난안전과,2026-03-27,,연희사철,연희사철,,업무추진을 위한 각종 회의·간담회·행사,243000,자율방재단 업무담당 및 사업관계자,카드,시책,sdm_p23
서대문구 푸른도시과,서대문구 푸른도시과,2026-03-27,,농민마트,농민마트,,업무추진을 위한 각종 회의·간담회·행사,300000,"외부관계자 및 
푸른도시과 직원",카드,시책,sdm_p24
서대문구 도시계획과,서대문구 도시계획과,2026-03-27,,오계절남원추어탕,오계절남원추어탕,,업무추진을 위한 각종 회의·간담회·행사,120000,업무담당자 및 관계자,카드,시책,sdm_p24
서대문구 자치행정과,서대문구 자치행정과,2026-03-27,,강촌숯불닭갈비,강촌숯불닭갈비,,업무추진을 위한 각종 회의·간담회·행사,57000,부서직원 및 행사 관계자,카드,시책,sdm_p24
서대문구 소통담당관,서대문구 소통담당관,2026-03-27,,ＧＳ２５홍은문화점,ＧＳ２５홍은문화점,,업무추진을 위한 각종 회의·간담회·행사,136000,구정홍보단원 및 관련직원,카드,시책,sdm_p24
서대문구 지역경제과,서대문구 지역경제과,2026-03-27,,모모야,모모야,,업무추진을 위한 각종 회의·간담회·행사,33000,사업관계자 및 직원,카드,시책,sdm_p25
서대문구 연희동,서대문구 연희동,2026-03-27,,평안루,평안루,,소속 상근직원에 대한 격려 및 지원,187000,연희동 직원,카드,기관,sdm_p25
서대문구 자치행정과,서대문구 자치행정과,2026-03-27,,씨유,씨유,,업무추진을 위한 각종 회의·간담회·행사,279000,부서직원 및 자원봉사자,카드,시책,sdm_p25
서대문구 신촌동,서대문구 신촌동,2026-03-27,,리정원다옴,리정원다옴,,업무추진을 위한 각종 회의·간담회·행사,44000,"동장, 청소년지도협의회 회원",카드,기관,sdm_p25
서대문구 재무과,서대문구 재무과,2026-03-27,,주식회사 우동카덴,주식회사 우동카덴,,업무추진을 위한 각종 회의·간담회·행사,108000,사업 추진 관계자,카드,시책,sdm_p26
서대문구 도시경관과,서대문구 도시경관과,2026-03-27,,빌앤쿡 상암 디디엠,빌앤쿡 상암 디디엠,,업무추진을 위한 각종 회의·간담회·행사,54000,"도시경관과 직원, 업무관계자",카드,시책,sdm_p26
서대문구 주거정비과,서대문구 주거정비과,2026-03-27,,주식회사 등촌에프앤,주식회사 등촌에프앤,,업무추진을 위한 각종 회의·간담회·행사,88000,사업관계자 및 부서직원,카드,시책,sdm_p26
서대문구 행정지원과,서대문구 행정지원과,2026-03-27,,서로상점,서로상점,,업무추진을 위한 각종 회의·간담회·행사,34000,2026년 신규직원 공직입문 교육 관계자,카드,시책,sdm_p26
서대문구 행정지원과,서대문구 행정지원과,2026-03-27,,CAFE 폭포,CAFE 폭포,,업무추진을 위한 각종 회의·간담회·행사,40000,2026년 신규직원 공직입문 교육 관계자,카드,시책,sdm_p27
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-27,,청송면옥,청송면옥,,업무추진을 위한 각종 회의·간담회·행사,64000,구립 가재울데이케어센터 준공식 회의관계자 간담회비 지급,카드,시책,sdm_p27
서대문구 재난안전과,서대문구 재난안전과,2026-03-27,,오름카페,오름카페,,소속 상근직원에 대한 격려 및 지원,21000,안전건설국 직원,카드,기관,sdm_p27
서대문구 행정지원과,서대문구 행정지원과,2026-03-27,,모토이시 종각점,모토이시 종각점,,업무추진을 위한 각종 회의·간담회·행사,69000,보좌관 및 업무추진 관계자,카드,시책,sdm_p27
서대문구 행정지원과,서대문구 행정지원과,2026-03-27,,지리산흙돼지와묵은지,지리산흙돼지와묵은지,,업무추진을 위한 각종 회의·간담회·행사,50000,행정자치국 업무추진 관계자,카드,시책,sdm_p28
서대문구 재난안전과,서대문구 재난안전과,2026-03-27,,서대문아구찜,서대문아구찜,,업무추진을 위한 각종 회의·간담회·행사,130000,사회복무요원 업무담당 및 사업관계자,제로페이,시책,sdm_p28
서대문구 문화체육과,서대문구 문화체육과,2026-03-27,,(1)by3 퍼스트바이쓰리,(1)by3 퍼스트바이쓰리,,업무추진을 위한 각종 회의·간담회·행사,60000,"직원, 사업 관계자",제로페이,시책,sdm_p28
서대문구 문화체육과,서대문구 문화체육과,2026-03-27,,스카이마트,스카이마트,,업무추진을 위한 각종 회의·간담회·행사,67000,"선수, 지도자",카드,시책,sdm_p28
서대문구 문화체육과,서대문구 문화체육과,2026-03-27,,고어프피자(Goap,고어프피자,,업무추진을 위한 각종 회의·간담회·행사,89000,"직원, 사업 관계자",카드,시책,sdm_p29
서대문구 문화체육과,서대문구 문화체육과,2026-03-27,,주식회사 주양쇼핑,주식회사 주양쇼핑,,업무추진을 위한 각종 회의·간담회·행사,76000,"선수, 지도자",카드,시책,sdm_p29
서대문구 문화체육과,서대문구 문화체육과,2026-03-27,,주식회사 등촌에프앤,주식회사 등촌에프앤,,업무추진을 위한 각종 회의·간담회·행사,110000,"직원, 체육회 관계자",카드,시책,sdm_p29
서대문구 주거정비과,서대문구 주거정비과,2026-03-27,,어구생,어구생,,업무추진을 위한 각종 회의·간담회·행사,62000,사업관계자 및 부서직원,제로페이,시책,sdm_p29
서대문구 도시경관과,서대문구 도시경관과,2026-03-27,,제인버거,제인버거,,업무추진을 위한 각종 회의·간담회·행사,107000,"도시경관과 직원 5, 운영업체 3",카드,시책,sdm_p30
서대문구 보건위생과,서대문구 보건위생과,2026-03-27,,홍은손칼국수,홍은손칼국수,,업무추진을 위한 각종 회의·간담회·행사,47000,실무추진 관계자 등,카드,시책,sdm_p30
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-27,,복호두 DMC점,복호두 DMC점,,업무추진을 위한 각종 회의·간담회·행사,32000,"동장, 직능단체",카드,기관,sdm_p30
서대문구 도심개발과,서대문구 도심개발과,2026-03-27,,삼호마트,삼호마트,,업무추진을 위한 각종 회의·간담회·행사,55000,사업관계자 및 직원,카드,시책,sdm_p30
서대문구 소통담당관,서대문구 소통담당관,2026-03-27,,씨유서대문구청점,씨유서대문구청점,,업무추진을 위한 각종 회의·간담회·행사,25000,홍보단행사진행관계자 및 직원,카드,시책,sdm_p31
서대문구 소통담당관,서대문구 소통담당관,2026-03-27,,에쏘하우스　（ＥＳＳ,에쏘하우스 （ＥＳＳ,,업무추진을 위한 각종 회의·간담회·행사,9000,홍보단행사진행관계자 및 직원,카드,시책,sdm_p31
서대문구 어르신복지과,서대문구 어르신복지과,2026-03-27,,홍은나루터,홍은나루터,,업무추진을 위한 각종 회의·간담회·행사,237000,서대문시니어클럽 사무실 이전식 관련 관계자 간담회비 지급,카드,시책,sdm_p31
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-27,,카미카츠,카미카츠,,소속 상근직원에 대한 격려 및 지원,112000,동장 및 직원,카드,기관,sdm_p31
서대문구 충현동,서대문구 충현동,2026-03-27,,램스 테이블(Lam,램스 테이블,,업무추진을 위한 각종 회의·간담회·행사,200000,"직원, 자치회관 프로그램 수강생 및 강사",카드,시책,sdm_p32
서대문구 자치행정과,서대문구 자치행정과,2026-03-27,,인왕떡집,인왕떡집,,업무추진을 위한 각종 회의·간담회·행사,330000,부서직원 및 자원봉사자,카드,시책,sdm_p32
서대문구 자치행정과,서대문구 자치행정과,2026-03-27,,청리움,청리움,,업무추진을 위한 각종 회의·간담회·행사,1721000,관련 직원 및 워크숍 참석자,카드,시책,sdm_p32
서대문구 지역경제과,서대문구 지역경제과,2026-03-26,,오센,오센,,업무추진을 위한 각종 회의·간담회·행사,36000,사업관계자 및 직원,카드,시책,sdm_p32
서대문구 홍제제3동,서대문구 홍제제3동,2026-03-26,,오렌지김밥,오렌지김밥,,업무추진을 위한 각종 회의·간담회·행사,49000,자원봉사캠프 활동가,카드,시책,sdm_p33
서대문구 소통담당관,서대문구 소통담당관,2026-03-26,,（１）ｂｙ３　퍼스트,（１）ｂｙ３ 퍼스트,,업무추진을 위한 각종 회의·간담회·행사,27000,SNS홍보관계자 및 관련직원,카드,시책,sdm_p33
서대문구 홍제제1동,서대문구 홍제제1동,2026-03-26,,여리네닭갈비,여리네닭갈비,,업무추진을 위한 각종 회의·간담회·행사,129000,"동장, 직원",카드,기관,sdm_p33
서대문구 남가좌2동,서대문구 남가좌2동,2026-03-26,,정주보쌈,정주보쌈,,업무추진을 위한 각종 회의·간담회·행사,60000,"동장, 직원, 주민",카드,기관,sdm_p33
서대문구 지역건강과,서대문구 지역건강과,2026-03-26,,네이버파이낸셜(주),네이버파이낸셜(주),,업무추진을 위한 각종 회의·간담회·행사,215000,사업담당자 및 관계자,카드,시책,sdm_p34
서대문구 도심개발과,서대문구 도심개발과,2026-03-26,,행복플러스가게　하이,행복플러스가게 하이,,업무추진을 위한 각종 회의·간담회·행사,9000,사업관계자 및 직원,카드,시책,sdm_p34
서대문구 지역경제과,서대문구 지역경제과,2026-03-26,,우부래도 터바채,우부래도 터바채,,업무추진을 위한 각종 회의·간담회·행사,13000,사업관계자 및 직원,카드,시책,sdm_p34
서대문구 자연사박물관,서대문구 자연사박물관,2026-03-26,,주식회사 코페이,주식회사 코페이,,업무추진을 위한 각종 회의·간담회·행사,20000,박물관 교육프로그램 운영 관련 업무담당자 및 관계자 등,카드,시책,sdm_p34
서대문구 소통담당관,서대문구 소통담당관,2026-03-26,,연희화로,연희화로,,시책 또는 지역 홍보,84000,인터넷언론기자 및 관련직원,카드,시책,sdm_p35
서대문구 지역건강과,서대문구 지역건강과,2026-03-26,,일화성,일화성,,업무추진을 위한 각종 회의·간담회·행사,150000,사업담당자 및 관계자,제로페이,시책,sdm_p35
서대문구 인생케어과,서대문구 인생케어과,2026-03-26,,오서방들깨나드리,오서방들깨나드리,,업무추진을 위한 각종 회의·간담회·행사,57000,사업관계자,카드,시책,sdm_p35
서대문구 북가좌제2동,서대문구 북가좌제2동,2026-03-26,,스타벅스 코리아,스타벅스 코리아,,소속 상근직원에 대한 격려 및 지원,28000,직원,카드,기관,sdm_p35
